번호,상세 위치,설치 위치,도로명주소,위도,경도,전화번호,latitude,longitude
3961,도원삼성래미안제1경로당,용산구청어르신복지과,"서울특별시 용산구 새창로 70 (도원동, 도원동삼성래미안)",126.9549435,37.53860305,02-2199-4675,37.53860305,126.9549435
3962,한마음경로당 할아버지방,용산구청어르신복지과,"서울특별시 용산구 한강대로38길 28, 한강로동주민센터 (한강로2가)",126.9692276,37.5281408,02-2199-4675,37.52814026,126.9692278
3963,한강대우아파트 경로당,용산구청어르신복지과,"서울특별시 용산구 이촌로65가길 3 (이촌동, 한강대우아파트)",126.9719669,37.52232623,02-2199-4675,37.52232623,126.9719669
3964,이촌1동제2경로당,용산구청어르신복지과,"서울특별시 용산구 이촌로75길 12-12, 구립 이촌제1동제2경로당 (이촌동)",126.974264,37.52042402,02-2199-4675,37.52025291,126.9746597
3965,한가람아파트경로당,용산구청어르신복지과,"서울특별시 용산구 이촌로 201 (이촌동, 한가람아파트)",126.9701562,37.52134838,02-2199-4675,37.52134838,126.9701562
3966,한강로3가경로당,용산구청어르신복지과,"서울특별시 용산구 한강대로7길 17-16, 한강로3가경로당 (한강로3가)",126.961966,37.52439818,02-2199-4675,37.52398673,126.9612495
3967,강촌아파트경로당,용산구청어르신복지과,"서울특별시 용산구 이촌로87길 14 (이촌동, 강촌아파트)",126.9800705,37.51931853,02-2199-4675,37.51931853,126.9800705
3968,이촌동코오롱아파트경로당,용산구청어르신복지과,"서울특별시 용산구 이촌로87길 21 (이촌동, 이촌아파트)",126.9786385,37.52030091,02-2199-4675,37.52030091,126.9786385
3969,삼성리버힐아파트경로당,용산구청어르신복지과,"서울특별시 용산구 효창원로13길 7 (산천동, 리버힐삼성아파트)",126.9520964,37.53569675,02-2199-4675,37.53569675,126.9520964
3970,용산푸르지오파크타운아파트경로당,용산구청어르신복지과,"서울특별시 용산구 녹사평대로 66 (동빙고동, 용산푸르지오파크타운)",126.9931456,37.52472206,02-2199-4675,37.52472206,126.9931456
3971,행정실 옆,서울의료보건고등학교,"서울특별시 중구 만리재로37길 30, 서울의료보건고등학교 (만리동1가)",126.9667204,37.55730142,02-392-5553,37.55730142,126.9667204
3972,사업장 내(코레일테크),코레일테크수도권지사,"서울특별시 중구 한강대로 405, 경부고속철도서울민자역사 (봉래동2가)",126.9695263,37.55472785,010-9658-9709,37.55472785,126.9695263
3973,디자인랩 B2F 종합상황실옆,동대문디자인플라자(DDP),서울특별시 중구 을지로 281 (을지로7가),127.0108904,37.56804459,02-2153-0119,37.56804459,127.0108904
3974,13층,주식회사메디트,"서울특별시 영등포구 양평로25길 8, URBAN322 (양평동5가)",126.8908777,37.53898812,02-2142-5770,37.53898812,126.8908777
3975,제1캠퍼스 정문초소,숙명여자대학교,"서울특별시 용산구 청파로47길 100, 숙명여자대학교 (청파동2가)",126.9650744,37.54547408,02-710-9135,37.54547408,126.9650744
3976,순헌관 로비 1층,숙명여자대학교,"서울특별시 용산구 청파로47길 100, 숙명여자대학교 (청파동2가)",126.9650744,37.54547408,02-710-9135,37.54547408,126.9650744
3977,도서관 1층 로비,숙명여자대학교,"서울특별시 용산구 청파로47길 100, 숙명여자대학교 (청파동2가)",126.9650744,37.54547408,02-710-9135,37.54547408,126.9650744
3978,약학대학 B1 잼마홀 입구,숙명여자대학교,"서울특별시 용산구 청파로47길 99, 숙명여자대학교 (청파동3가)",126.9654584,37.54383249,02-710-9135,37.54383249,126.9654584
3979,관리사무소,금호대우아파트(임대),"서울특별시 성동구 독서당로 272 (금호동4가, 금호동 대우아파트)",127.0179254,37.54533003,010-5357-1868,37.54533003,127.0179254
3980,할머니방,금호벽산아파트(임대)제2경로당,"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",127.0261866,37.55453147,010-8315-5478,37.55453147,127.0261866
3981,관리사무소 2층,금호벽산아파트(임대),"서울특별시 성동구 금호로 100 (금호동1가, 벽산아파트)",127.0261866,37.55453147,010-3365-5587,37.55453147,127.0261866
3982,교육관 1층,대방동성당,서울특별시 영등포구 가마산로89길 7 (신길동),126.9215852,37.50553783,847-1784,37.50553783,126.9215852
3983,본금고 1층,마포공덕새마을금고(공덕지점),서울특별시 마포구 마포대로14길 20 (공덕동),126.9567464,37.54821505,02-711-2711,37.54821046,126.9567683
3984,1층 로비 카운터 좌측,CJENM,"서울특별시 마포구 상암산로 66, CJ ENM CENTER (상암동)",126.8915221,37.57839606,02-371-8819,37.57839606,126.8915221
3985,방배열린문화센터 2층 방배보건지소,서초구방배보건지소,"서울특별시 서초구 방배로 173, 방배열린문화센터(방배4동주민센터) (방배동)",126.9922424,37.48900761,010-9054-8332,37.48900761,126.9922424
3986,5F 계산대 앞,이마트천호점,"서울특별시 강동구 천호대로 1017, 이마트 (천호동)",127.1251462,37.53872905,010-3598-6503,37.53872905,127.1251462
3987,10층,네슬레코리아유한책임회사,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 (미근동)",126.9663262,37.56470913,02-361-0015,37.56530762,126.9637716
3988,2층 사무실,흥안운수(주),"서울특별시 노원구 덕릉로 811, 흥안운수(주) (상계동)",127.0801495,37.66960668,02-936-5569,37.66960668,127.0801495
3989,관리사무소 입구,현대연예인아파트,"서울특별시 구로구 구일로4길 46 (구로동, 현대연예인아파트)",126.8778699,37.49326723,02-855-4514,37.49326723,126.8778699
3990,정문경비실,마곡푸르지오아파트,"서울특별시 강서구 방화대로34길 88 (마곡동, 마곡푸르지오)",126.8211936,37.57038093,02-2064-7182,37.57038093,126.8211936
3991,관리사무소 안,마곡수명산파크6단지아파트,"서울특별시 강서구 수명로2길 63 (내발산동, 마곡수명산파크6단지아파트)",126.8258219,37.54987533,02-2667-6114,37.54987533,126.8258219
3992,관리동 2층 승강기홀,마곡엠밸리15단지아파트,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",126.8270293,37.55741872,02-2666-7670,37.55741872,126.8270293
3993,관리사무소 입구,마곡수명산파크2단지아파트,"서울특별시 강서구 강서로47길 158 (내발산동, 마곡수명산파크2단지아파트)",126.8276418,37.55385797,02-2667-2114,37.55385797,126.8276418
3994,관리사무소 앞,방화5단지아파트,"서울특별시 강서구 금낭화로 287-19 (방화동, 방화5단지아파트)",126.8102869,37.57680385,02-2665-6644,37.57680385,126.8102869
3995,임대아파트 관리사무소,행당대림제2아파트(임대),"서울특별시 성동구 행당로 82 (행당동, 행당 한진타운)",127.027507,37.55820535,02-2295-0501,37.55480888,127.0273997
3996,관리동 입구,행당한진타운제2아파트(임대),"서울특별시 성동구 행당로 82 (행당동, 행당 한진타운)",127.0273997,37.55480888,010-7770-0013,37.55480888,127.0273997
3997,건설현장 내 현대건설(주) 창고 컨테이너 외벽,공공기여대상사업직접제공시설공사국제교류복합지구도로개선사업1공구,"서울특별시 송파구 올림픽로 25, 잠실동 1168-9 (잠실동)",127.0683509,37.51822419,010-3311-9009,37.51619878,127.0759406
3998,관리사무소 앞,창동주공3단지,"서울특별시 도봉구 해등로 50 (창동, 주공3단지아파트)",127.0433017,37.64999808,010-8745-2452,37.64999808,127.0433017
3999,입주민 헬스장,상계주공15단지아파트관리사무소,"서울특별시 노원구 동일로227길 26 (상계동, 상계주공15단지아파트)",127.0536921,37.66940492,010-3213-2697,37.67018805,127.0546776
4000,1505동,상계주공15단지아파트관리사무소,"서울특별시 노원구 동일로227길 26 (상계동, 상계주공15단지아파트)",127.0543144,37.66796757,010-3213-2697,37.67018805,127.0546776
4001,20층 피트니스센터,포포인츠바이쉐라톤조선서울역,"서울특별시 용산구 한강대로 366, 트윈시티 남산 (동자동)",126.9729114,37.55108612,010-7997-8500,37.55108612,126.9729114
4002,19층 프론트데스크,포포인츠바이쉐라톤조선서울역,"서울특별시 용산구 한강대로 366, 트윈시티 남산 (동자동)",126.9729114,37.55108612,010-7997-8500,37.55108612,126.9729114
4003,3층 입구,구로구시설관리공단,"서울특별시 구로구 구로동로26길 54, 구로구시설관리공단 3층 (구로동)",126.88642,37.48966831,02-850-0908,37.48989397,126.8865649
4004,경비실,럭키아파트,"서울특별시 구로구 도림로 107 (구로동, 럭키아파트)",126.8936638,37.49154085,02-837-0069,37.49154085,126.8936638
4005,후문 경비실,신도림5차e편한세상아파트,"서울특별시 구로구 신도림로 32 (신도림동, 신도림5차 e-편한세상)",126.8807619,37.50737921,02-2069-3377,37.50737921,126.8807619
4006,지하1층 안전관리실,"현대백화점,디큐브시티","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.888213,37.50812307,010-9569-1214,37.50812307,126.888213
4007,본관 1층 중앙현관,서울용산초등학교,"서울특별시 용산구 한강대로57길 33, 용산초등학교 (한강로2가)",126.9725506,37.53561344,02-795-0782,37.53561344,126.9725506
4008,노인정 1층,도봉한신아파트,"서울특별시 도봉구 마들로 859-19 (도봉동, 도봉한신아파트)",127.0467647,37.68604183,02-954-2155,37.68604183,127.0467647
4009,정문경비실,e편한세상마포리버파크,"서울특별시 마포구 토정로31길 24 (용강동, 이편한세상 마포리버파크)",126.943794,37.54234256,02-706-1120,37.54234256,126.943794
4010,후문경비실,e편한세상마포리버파크,"서울특별시 마포구 토정로31길 24 (용강동, 이편한세상 마포리버파크)",126.943794,37.54234256,02-706-1120,37.54234256,126.943794
4011,커뮤니티센터 카페 앞,e편한세상마포리버파크,"서울특별시 마포구 토정로31길 24 (용강동, 이편한세상 마포리버파크)",126.943794,37.54234256,02-706-1120,37.54234256,126.943794
4012,1층 로비 입구,삼일제약(주),"서울특별시 서초구 효령로 155, 삼일제약사옥 (방배동)",127.0012319,37.48234436,010-2736-2405,37.48234436,127.0012319
4013,전망대 5층 계단,N서울타워,"서울특별시 용산구 남산공원길 105, YTN서울타워 (용산동2가)",126.9878678,37.55112257,02-3455-9277,37.55112257,126.9878678
4014,상황실,도곡렉슬아파트,"서울특별시 강남구 선릉로 221 (도곡동, 도곡렉슬아파트)",127.0497348,37.49420684,577-4505,37.49420684,127.0497348
4015,1층 중앙현관,녹번초등학교,"서울특별시 은평구 녹번로1길 1, 서울녹번초등학교 (녹번동)",126.9257463,37.60458339,070-5024-4729,37.60458339,126.9257463
4016,체육관 입구,양재고등학교,"서울특별시 서초구 남부순환로346길 9, 양재고등학교 (서초동)",127.0320796,37.48242164,571-8489,37.48242164,127.0320796
4017,3동 A라인 1층,유원홍은아파트,"서울특별시 서대문구 홍은중앙로1길 33 (홍은동, 유원홍은아파트)",126.9446754,37.59728702,02-379-1919,37.59719423,126.9450847
4018,종합관 1층 로비,명지대학교,"서울특별시 서대문구 거북골로 34, 명지대학교 (남가좌동)",126.9213485,37.58037702,02-300-1761,37.58037702,126.9213485
4019,경비실,등촌서광아파트,"서울특별시 강서구 공항대로45길 68-6 (등촌동, 서광등촌마을)",126.8569695,37.55796271,02-2628-9288,37.55796271,126.8569695
4020,전기실,서부수도사업소북악터널배수지,서울특별시 서대문구 세검정로 168 (홍제동),126.9559747,37.59538843,02-3146-3787,,
4021,다목적실,대한예수교장로회연희교회,"서울특별시 서대문구 연희로10길 17-6, 연희교회 (연희동)",126.9323073,37.56615422,02-333-9942,37.56615422,126.9323073
4022,꿈마루 1층 강당,서울북가좌초등학교,"서울특별시 서대문구 거북골로19길 20, 서울북가좌초등학교 (북가좌동)",126.9077782,37.57722021,02-372-4024,37.57722021,126.9077782
4023,관리사무소 앞,강일리버파크10단지,"서울특별시 강동구 고덕로97길 20, 2층 (강일동, 강일리버파크10단지)",127.1799976,37.55920849,02-427-0366,37.55920849,127.1799976
4024,1층 오픈라운지,시립강동실버케어센터,"서울특별시 강동구 고덕로 185, 시립강동실버케어센터 (고덕동)",127.1465961,37.55530301,010-9366-6264,37.55530301,127.1465961
4025,학생회관,서울시립대학교,"서울특별시 동대문구 서울시립대로 163, 서울시립대학교 (전농동)",127.0599881,37.58257758,02-6409-6591,37.58257758,127.0599881
4026,미래관,서울시립대학교,"서울특별시 동대문구 서울시립대로 163, 서울시립대학교 (전농동)",127.0599881,37.58257758,02-6409-6591,37.58257758,127.0599881
4027,방재실,우장산롯데캐슬아파트,"서울특별시 강서구 공항대로 382 (화곡동, 우장산롯데캐슬)",126.8495467,37.55639458,02-2602-7413,37.55639458,126.8495467
4028,공원 내 여자화장실 옆,영등포구청정원도시과,서울특별시 영등포구 당산로 1 (문래동3가),126.8936486,37.51512186,2670-4131,37.51512186,126.8936486
4029,지원센터 내,서초래미안아파트,"서울특별시 서초구 서초대로65길 13-10 (서초동, 서초래미안아파트)",127.0191506,37.49742848,3477-8603,37.49742848,127.0191506
4030,정문 경비실,가락극동아파트,"서울특별시 송파구 동남로18길 9 (가락동, 극동아파트)",127.1328379,37.49485109,02-403-7885,37.49485109,127.1328379
4031,문성중학교 성관 3층 3학년 교무실,문성중학교,"서울특별시 금천구 독산로102길 78, 문성중학교 (독산동)",126.9084938,37.4754682,859-1461,37.4754682,126.9084938
4032,1층 내부 오른편 실내정수기 위쪽,다락옥수(성동문화재단),"서울특별시 성동구 한림말5길 20, 다락옥수 (옥수동)",127.0168934,37.54293263,010-5394-5089,37.54293263,127.0168934
4033,3F 에볼루션,포포인츠바이쉐라톤조선명동,"서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)",126.9894231,37.56557778,010-9219-1067,37.56557778,126.9894231
4034,4F 프론트데스크,포포인츠바이쉐라톤조선명동,"서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)",126.9894231,37.56557778,010-9219-1067,37.56557778,126.9894231
4035,4F 피트니스센터,포포인츠바이쉐라톤조선명동,"서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)",126.9894231,37.56557778,010-9219-1067,37.56557778,126.9894231
4036,1층 다목적실,을지경로당,"서울특별시 중구 을지로28길 16, 을지경노당 (을지로4가)",126.9988829,37.56596018,02-3396-6699,37.56596018,126.9988829
4037,2층 관리사무소 입구,영화아파트,"서울특별시 구로구 경인로40길 11 (개봉동, 영화아파트)",126.8594226,37.49605678,02-2687-8348,37.49605678,126.8594226
4038,정문 경비실 내,고척동아한신아파트,"서울특별시 구로구 중앙로6길 17 (고척동, 고척동 동아한신아파트)",126.8648421,37.50157302,02-2612-9787,37.50157302,126.8648421
4039,2층 보건실 앞,개웅중학교,"서울특별시 구로구 개봉로11길 81, 개웅중학교 (개봉동)",126.8510711,37.4875269,02-2688-0974,37.4875269,126.8510711
4040,본사 13층 복도,코레일네트웍스(주),"서울특별시 용산구 한강대로 69, 13층 (한강로2가, 용산푸르지오써밋)",126.9648922,37.52704046,02-707-5426,37.52704046,126.9648922
4041,본관1층 현관입구벽면,서일문화예술고등학교,"서울특별시 종로구 지봉로17길 49, 서일문화예술고등학교 (창신동)",127.0127863,37.5793645,02-763-6271,37.5793645,127.0127863
4042,(건설현장)3필지,KCC건설성수동스틱업무시설신축공사현장,"서울특별시 성동구 뚝섬로17길 24, 3필지(건설현장) (성수동2가)",127.060351,37.5394902,010-2746-1598,37.53949441,127.0603899
4043,1층 사무실 앞,개봉동성당,"서울특별시 구로구 개봉로18길 11, 개봉동천주교회 1층 (개봉동)",126.856831,37.49167081,02-2615-8811,37.49167081,126.856831
4044,지하3층 주차관제실,현대백화점더현대서울,"서울특별시 영등포구 여의대로 108, 파크원 (여의도동)",126.9291128,37.52519132,010-9034-1289,37.52519132,126.9291128
4045,경로당 내,고덕주공9단지아파트경로당,"서울특별시 강동구 상암로 251 (명일동, 고덕주공아파트)",127.1506883,37.54859381,02-481-6171,37.54859381,127.1506883
4046,경로당,고덕센트럴아이파크경로당,"서울특별시 강동구 고덕로80길 99 (상일동, 고덕센트럴 IPARK)",127.1664048,37.55079267,02-6956-9395,37.55079267,127.1664048
4047,6동 내부 1층,행당신동아아파트,"서울특별시 성동구 독서당로 441, 6동 1층 (행당동, 신동아아파트)",127.0319539,37.55410505,02-2298-4921,37.55410505,127.0319539
4048,8동 내부 1층,행당신동아아파트,"서울특별시 성동구 독서당로 441, 8동 1층 (행당동, 신동아아파트)",127.0319539,37.55410505,02-2298-4921,37.55410505,127.0319539
4049,3동 내부 1층,행당신동아아파트,"서울특별시 성동구 독서당로 441, 3동 1층 (행당동, 신동아아파트)",127.0319539,37.55410505,02-2298-4921,37.55410505,127.0319539
4050,2동 내부 1층,행당신동아아파트,"서울특별시 성동구 독서당로 441, 2동 1층 (행당동, 신동아아파트)",127.0319539,37.55410505,02-2298-4921,37.55410505,127.0319539
4051,경로당 내부,고덕자이아파트경로당,"서울특별시 강동구 상일로 55 (상일동, 고덕자이)",127.1687882,37.55331821,010-***-****,37.55331821,127.1687882
4052,보건소 구급차,영등포구보건소,"서울특별시 영등포구 당산로 123, 영등포구청 (당산동3가)",126.8963671,37.52596316,010-8954-7696,37.52596316,126.8963671
4053,중앙현관 1층,서울일원초등학교,"서울특별시 강남구 영동대로4길 20, 일원초등학교 (일원동)",127.0761419,37.48981271,445-8817,37.48981271,127.0761419
4054,1층 후관,관악중학교,"서울특별시 관악구 남부순환로237길 60, 서울관악중학교 (봉천동)",126.9619123,37.48125828,02-872-6360,37.48125828,126.9619123
4055,1관 입구,소마미술관,"서울특별시 송파구 위례성대로 51, 소마미술관 (방이동)",127.118167,37.51692066,02-2180-3834,37.51692066,127.118167
4056,본사 6층 소회의실 앞,한국로지스풀,"서울특별시 마포구 마포대로 63-8, 삼창주택 (도화동)",126.9478151,37.5422598,010-5648-3109,37.5422598,126.9478151
4057,본관-사제관 2층 연결통로,서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 (신수동)",126.9402505,37.55139721,02-705-8209,37.55146496,126.94298
4058,김대건관 3층 입구 앞,서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 (신수동)",126.940045,37.55016949,02-705-8209,37.55146496,126.94298
4059,마태오관 3층 입구 앞,서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 (신수동)",126.9392282,37.55267385,02-705-8209,37.55146496,126.94298
4060,토마스모어관 1층 입구 앞,서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 (신수동)",126.9382554,37.55209671,02-705-8209,37.55146496,126.94298
4061,게페르트 남덕우 경제관 2층 입구 앞,서강대학교,"서울특별시 마포구 백범로 35, 서강대학교 (신수동)",126.9398185,37.55042166,02-705-8209,37.55146496,126.94298
4062,신관지하1층 계단옆,봉천초등학교,"서울특별시 관악구 행운1라길 17, 서울봉천초등학교 (봉천동)",126.9582092,37.48327321,888-3927,37.48327321,126.9582092
4063,현관내 오른쪽벽,애동유치원,서울특별시 관악구 법원단지길 56 (신림동),126.9202811,37.47381393,010-8983-6558,37.47381393,126.9202811
4064,경로당 앞,길동우성2차아파트,"서울특별시 강동구 천호대로193길 37 (길동, 길동우성아파트)",127.1435606,37.53753608,010-3575-9133,37.53753608,127.1435606
4065,정문 경비실,노원롯데캐슬시그니처2단지아파트,"서울특별시 노원구 덕릉로 753 (상계동, 노원 롯데캐슬 시그니처)",127.0763205,37.66585159,02-938-3005,37.66585159,127.0763205
4066,관리사무소 1층,한진한화그랑빌아파트,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",127.0670846,37.61872537,02-949-8800,37.61872537,127.0670846
4067,관리사무소 2층,한진한화그랑빌아파트,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",127.0670846,37.61872537,02-949-8800,37.61872537,127.0670846
4068,민주화운동기념관 구관 1층,민주화운동기념관,서울특별시 용산구 한강대로71길 37 (갈월동),126.9715377,37.54094595,02-6440-8923,37.54094595,126.9715377
4069,민주화운동기념관 신관 1층,민주화운동기념관,"서울특별시 용산구 한강대로71길 37, 민주화운동기념관 (갈월동)",126.9715377,37.54094595,02-6440-8923,37.54094595,126.9715377
4070,2층 할머니방,명동경로당,"서울특별시 중구 퇴계로20길 25-26, 명동경로당 (남산동2가)",126.9860147,37.55907223,02-3396-6588,37.55898217,126.9863488
4071,커뮤니티센터,고덕아르테온아파트,"서울특별시 강동구 고덕로 360 (상일동, 고덕아르테온)",127.1695273,37.55668291,010-8314-9123,37.55668291,127.1695273
4072,별동보안실,고덕아르테온아파트,"서울특별시 강동구 고덕로 360 (상일동, 고덕아르테온)",127.1695273,37.55668291,010-8314-9123,37.55668291,127.1695273
4073,본동1보안실,고덕아르테온아파트,"서울특별시 강동구 고덕로 360 (상일동, 고덕아르테온)",127.1695273,37.55668291,010-8314-9123,37.55668291,127.1695273
4074,본동2보안실,고덕아르테온아파트,"서울특별시 강동구 고덕로 360 (상일동, 고덕아르테온)",127.1695273,37.55668291,010-8314-9123,37.55668291,127.1695273
4075,2층 입구,암사1동제3경로당,"서울특별시 강동구 암사13길 13-3, 암사1동 제3경로당 (암사동)",127.1368925,37.55261662,010-***-****,37.55259058,127.1367438
4076,워커힐경로당,워커힐경로당,"서울특별시 광진구 아차산로 635, 워커힐아파트 1층 (광장동)",127.1072185,37.54943956,010-6880-6850,37.54943956,127.1072185
4077,경로당 내부,동화구립경로당,"서울특별시 중구 퇴계로80길 52, 서울중구 시니어클럽 (신당동)",127.0173196,37.5632161,02-3396-6873,37.5632161,127.0173196
4078,경로당 내부,푸르지오아파트경로당,"서울특별시 중구 다산로36길 110, 103동 (신당동, 신당푸르지오)",127.0190343,37.55986467,02-3396-6873,37.55986467,127.0190343
4079,경로당 내부(출입구),현대아파트경로당,"서울특별시 중구 다산로36길 109, 1동 (신당동, 현대아파트)",127.0229704,37.56050413,02-3396-6873,37.56050413,127.0229704
4080,1층 출입구,소능경로당,"서울특별시 광진구 자양로37길 85, 구의2동제2경로당 (구의동)",127.0859454,37.54764983,010-2248-0397,37.54764983,127.0859454
4081,1층 출입구,아차산경로당,"서울특별시 광진구 자양로47길 9-4, 아차산경로당 (구의동)",127.0916451,37.55216811,010-5470-3551,37.55216811,127.0916451
4082,경로당 내부,파라다이스아파트경로당,"서울특별시 중구 다산로42나길 46 (신당동, 신당동 파라다이스 아파트)",127.0172987,37.56242386,02-3396-6873,37.56242386,127.0172987
4083,경로당 내부,동화경로당,"서울특별시 중구 청구로 64, 115동 1층 (신당동, 청구 e편한세상)",127.015451,37.55996016,02-3396-6873,37.55996016,127.015451
4084,일성파크경로당,일성파크경로당,"서울특별시 광진구 군자로12길 46 (군자동, 일성파크아파트)",127.0726727,37.55171279,010-9729-9733,37.55171279,127.0726727
4085,관리사무소,삼익포레스트아파트,"서울특별시 노원구 공릉로46길 32 (공릉동, 삼익포레스트아파트)",127.0821837,37.6263561,02-976-6231,37.6263561,127.0821837
4086,1층 출입구,옥수종합사회복지관분관금호복지관,"서울특별시 성동구 금호산2길 16, 금호복지관 (금호동3가)",127.0214048,37.54877262,010-5772-5719,37.54877262,127.0214048
4087,중앙현관,대은초등학교,"서울특별시 은평구 통일로69길 12-15, 대은초등학교 (대조동)",126.927317,37.6115729,02-388-0833,37.61236712,126.9258698
4088,노인정,오금대림아파트,"서울특별시 송파구 위례성대로 176 (오금동, 대림아파트)",127.1287586,37.51063671,408-2156,37.51063671,127.1287586
4089,중앙현관,창덕여자고등학교,"서울특별시 송파구 양재대로 1240, 창덕여자고등학교 (방이동)",127.1402304,37.51627474,02-401-4922,37.51627474,127.1402304
4090,관리소 안,상계주공4단지아파트,"서울특별시 노원구 동일로214길 21 (상계동, 상계주공4단지아파트)",127.0627594,37.65043289,02-931-7772,37.65043289,127.0627594
4091,1층 접수처 내,잠실종합운동장수영장,"서울특별시 송파구 올림픽로 25, 잠실종합운동장 수영장 (잠실동)",127.0759406,37.51619878,2240-8783,37.51619878,127.0759406
4092,보건실 앞,보성중학교,"서울특별시 송파구 양재대로 1278, 보성중학교 (방이동)",127.1357293,37.52008989,2152-2527,37.52008989,127.1357293
4093,1층 출입문 옆,이비스 스타일 앰배서더 호텔,"서울특별시 강남구 삼성로 431, 이비스 스타일 앰배서더 서울 강남 (대치동)",127.0570666,37.50511002,010-8313-3776,37.50511002,127.0570666
4094,내부 출구 옆 벽,행복단기보호시설,"서울특별시 송파구 성내천로 271, 정안빌딩 2층 (마천동)",127.1544567,37.49631146,010-9090-1091,37.49631146,127.1544567
4095,활동실,누리미지역아동센터,"서울특별시 송파구 성내천로 237, 효경원 2층 (마천동)",127.1537225,37.49943071,02-408-2442,37.49943071,127.1537225
4096,제2구민운동장,제2구민운동장,"서울특별시 관악구 약수암길 43-11, 제2구민운동장 사무실 (신림동)",126.933626,37.45765236,010-9181-5432,37.45765236,126.933626
4097,공단본부 상황실 앞쪽,관악구시설관리공단본부,"서울특별시 관악구 남부순환로 1369, 서울서남부농협 농산물백화점 (신림동)",126.9029078,37.48013313,02-2081-2643,37.48013313,126.9029078
4098,관리사무실,도봉삼환아파트,"서울특별시 도봉구 도봉로180길 6-83 (도봉동, 삼환도봉아파트)",127.0492684,37.6812386,02-955-1315,37.6812386,127.0492684
4099,정문경비실,강서한강자이아파트,"서울특별시 강서구 양천로55길 55 (가양동, 강서한강자이)",126.8481832,37.56632848,02-2668-3484,37.56632848,126.8481832
4100,후문 경비실,강서한강자이아파트,"서울특별시 강서구 양천로55길 55 (가양동, 강서한강자이)",126.8481832,37.56632848,02-2668-3484,37.56632848,126.8481832
4101,경로당 내,일신건영휴먼빌아파트,"서울특별시 성북구 아리랑로 89 (돈암동, 일신건영휴먼빌아파트)",127.0136175,37.60076991,02-921-4821,37.60076991,127.0136175
4102,경로당 입구,신도림1차동아아파트,"서울특별시 구로구 신도림로 87 (신도림동, 신도림1차동아아파트)",126.8822391,37.51096038,02-2631-1648,37.51096038,126.8822391
4103,1층 로비 안내데스크,구로창의문화예술센터,"서울특별시 구로구 경인로 416, 구로창의문화예술센터 (고척동)",126.8658154,37.49829159,070-5056-5667,37.49829159,126.8658154
4104,도서관 1층 입구,구로구립구로미래도서관,"서울특별시 구로구 새말로 111, 1층 (구로동)",126.8914492,37.50701416,070-4110-2894,37.50701416,126.8914492
4105,경로당 앞,청암2단지아파트,"서울특별시 노원구 덕릉로94가길 20 (상계동, 청암2단지아파트)",127.0781111,37.66250643,02-951-4812,37.66250643,127.0781111
4106,13층사내의원앞,KT광화문빌딩EAST,"서울특별시 종로구 종로3길 33, KT 광화문빌딩 East (청진동)",126.9788485,37.57200658,010-2054-4456,37.57200658,126.9788485
4107,중앙현관,연신중학교,"서울특별시 은평구 연서로33길 16-32, 연신중학교 (불광동)",126.9241338,37.62205001,02-383-7831,37.62353926,126.9242879
4108,경로당 내,신양경로당,"서울특별시 광진구 뚝섬로 543, 신양경로당 (자양동)",127.070583,37.534856,010-3211-4680,37.534856,127.070583
4109,정문경비실,강동현대홈타운아파트,"서울특별시 강동구 고덕로27길 36 (암사동, 강동 현대홈타운)",127.1384371,37.55688852,010-9128-2104,37.55688852,127.1384371
4110,본관 1층 보건실 앞,서울강빛초등학교,"서울특별시 강동구 아리수로93다길 1, 강빛초중통합학교 (강일동)",127.1707749,37.57434332,02-6951-3967,37.57434332,127.1707749
4111,관리사무소,상계주공6단지아파트,"서울특별시 노원구 노해로 508 (상계동, 상계주공6단지아파트)",127.066191,37.65470356,02-931-7399,37.65470356,127.066191
4112,경로당 입구,능동경로당,"서울특별시 광진구 천호대로112길 70, 능동경로당 (능동)",127.0801634,37.55319188,010-4814-4275,37.55319188,127.0801634
4113,1층 로비,HDC랩스,서울특별시 서초구 효령로 346 (서초동),127.0220159,37.48632856,010-4467-4022,37.48632856,127.0220159
4114,안전 교육장,무교다동제31지구도시정비형재개발사업,"서울특별시 중구 남대문로9길 39, 부림빌딩 (을지로1가)",126.9802448,37.56666428,010-8914-5477,37.56666428,126.9802448
4115,1층,한국철도공사(경영인사처),"서울특별시 중구 청파로 426, 철도빌딩 (봉래동2가)",126.9695123,37.55744688,02-3149-2128,37.55744688,126.9695123
