보유기관지역코드,담당부서명,담당자전화번호,대피장소내용,대피가능인원수,대피장소응급시설내용,최초등록일시,최초등록자아이디,최종수정일시,최종수정자아이디,비고,연번,대피소주소,대피장소순번
3220000,행정실,02-6119-9803,개포고등학교,300,"응급구호함, AED",2023-06-14,master,2023-06-14,master,"대모산, 달터근린공원",178,강남구 개포로 402,178
3230000,공원녹지과,02-2147-3400,남천초등학교(강당),100,임시 구호 세트,2023-06-14,master,2023-06-14,master,천마산,179,송파구 성내천로 207,179
3240000,푸른도시과,02-3425-6475,일자산 제1체육관,20,무,2023-06-14,master,2023-06-14,master,일자산,180,강동구 동남로 660,180
3240000,푸른도시과,02-3425-6475,신명초등학교,100,유,2023-06-14,master,2023-06-14,master,일자산,181,강동구 명일로24길 33,181
3240000,푸른도시과,02-3425-6475,묘곡초등학교,100,유,2023-06-14,master,2023-06-14,master,샘터근린공원,182,강동구 동남로79길 46,182
3240000,푸른도시과,02-3425-6475,벌말근린공원 관리사무소,30,유,2023-06-14,master,2023-06-14,master,벌말근린공원,183,강동구 아리수로94길 80,183
3240000,푸른도시과,02-3425-6475,도시농업 파믹스센터,80,유,2023-06-14,master,2023-06-14,master,명일근린공원,184,강동구 고덕로 314,184
3240000,푸른도시과,02-3425-6475,대명초등학교,100,유,2023-06-14,master,2023-06-14,master,명일근린공원,185,서울 강동구 상암로 271,185
3240000,푸른도시과,02-3425-6475,상일초등학교,100,유,2023-06-14,master,2023-06-14,master,명일근린공원,186,강동구 천호대로 1477,186
3240000,푸른도시과,02-3425-6475,선린초등학교,100,유,2023-06-14,master,2023-06-14,master,일자산,187,강동구  진황도로61길 29,187
3240000,푸른도시과,02-3425-6475,상일동주민센터,50,유,2023-06-14,master,2023-06-14,master,명일근린공원,188,강동구 구천면로 633,188
